,player_api_id,player_name,height,weight,count_plays,overall_rating,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
102,352365.0,Mickey van der Hart,187.96,192,40.0,65.38,68.25,60.25,69.12,65.62,68.75
302,38628.0,Sven Neuhaus,193.04,198,2.0,65.33,63.56,68.11,52.67,66.0,64.89
849,33682.0,Cees Paauwe,198.12,203,24.0,65.33,66.33,63.33,73.33,71.0,58.33
159,120598.0,Jonas Loessl,195.58,196,67.0,65.33,61.92,65.67,60.92,65.67,70.5
820,157856.0,Vaso Vasic,185.42,176,44.0,65.33,68.08,61.17,64.42,64.42,70.08
200,242300.0,Michael Clepkens,187.96,194,12.0,65.33,73.0,57.0,61.67,60.33,72.0
195,43313.0,Mariusz Pawelek,185.42,179,105.0,65.33,71.33,54.5,72.17,66.92,69.08
791,33129.0,Olivier Blondel,187.96,172,15.0,65.33,68.33,65.0,55.67,66.33,65.83
95,39890.0,Mark Volders,187.96,183,8.0,65.29,65.86,62.14,61.43,65.43,69.0
392,69382.0,Radoslaw Janukiewicz,190.5,196,91.0,65.29,65.86,56.36,52.07,66.93,74.0
154,23918.0,Peter Enckelman,187.96,196,54.0,65.29,68.14,65.29,57.71,68.57,63.71
978,24399.0,Ben Alnwick,182.88,176,1.0,65.25,64.88,63.75,62.62,62.62,72.62
361,282706.0,Alessio Cragno,182.88,172,14.0,65.25,69.75,61.62,53.0,59.0,75.0
23,110382.0,Matias Omar Degra,190.5,190,21.0,65.25,67.5,62.25,74.0,64.0,68.0
431,38395.0,Alberto Cifuentes,187.96,148,15.0,65.22,62.67,67.67,63.44,74.11,60.11
629,32693.0,Alan Combe,185.42,172,37.0,65.2,63.4,67.2,63.2,64.2,66.4
344,156546.0,Kostas Lamprou,175.26,141,81.0,65.14,66.57,58.0,68.14,60.71,73.57
912,279866.0,Donovan Leon,185.42,194,2.0,65.11,68.56,58.67,64.11,64.11,70.67
493,510569.0,Yoan Cardinale,180.34,185,25.0,65.11,67.11,64.44,60.0,65.0,67.44
145,114211.0,Miro Varvodic,190.5,187,7.0,65.0,70.33,57.83,54.5,59.5,72.0
40,181433.0,Claudio Ramos,182.88,176,19.0,65.0,67.0,64.0,64.5,65.5,67.0
103,26586.0,Kevin Begois,185.42,172,62.0,65.0,63.0,64.33,64.0,67.0,65.67
660,301812.0,Ricardo Andrade,187.96,174,11.0,65.0,67.5,61.5,62.0,64.0,69.0
525,101920.0,Jonathan Lopez,182.88,179,4.0,65.0,70.0,60.0,46.5,61.0,71.0
895,35991.0,Christian Vander,195.58,198,6.0,65.0,66.29,60.29,59.0,65.43,69.43
352,301804.0,Ricardo,182.88,161,26.0,65.0,66.5,64.5,57.25,68.25,65.75
398,177152.0,Marko Meerits,185.42,185,3.0,65.0,68.0,55.0,66.0,61.0,74.0
124,150021.0,Karl-Johan Johnsson,187.96,185,28.0,64.93,67.93,60.0,60.27,60.8,74.8
715,38668.0,Philipp Heerwagen,193.04,196,33.0,64.92,67.25,59.75,58.5,64.92,68.83
607,102394.0,Alberto Garcia,182.88,170,6.0,64.91,69.0,61.18,62.18,62.18,70.73
2,67949.0,Olivier Werner,190.5,187,76.0,64.91,68.36,60.09,61.91,61.55,70.82
841,45492.0,Robert Zwinkels,185.42,181,33.0,64.9,64.0,65.1,66.9,65.1,68.3
0,36835.0,Bram Verbist,182.88,196,95.0,64.86,63.14,63.0,68.86,62.57,67.43
886,181619.0,Benjamin Leroy,185.42,163,23.0,64.83,67.5,61.92,56.17,64.5,69.33
508,282680.0,Julian,195.58,209,16.0,64.8,64.2,63.8,65.6,70.0,63.0
719,182843.0,Alessandro Iacobucci,187.96,181,5.0,64.8,65.0,65.0,61.8,64.0,66.6
374,12209.0,Tomas Kosicky,198.12,205,7.0,64.8,63.6,62.2,56.0,65.0,69.6
367,41478.0,Gabriele Perico,182.88,165,1.0,64.75,4.58,12.83,16.42,8.83,8.83
928,41534.0,Walter Bressan,182.88,172,1.0,64.75,62.38,66.5,57.62,70.25,63.75
718,39567.0,Nicola Pavarini,190.5,179,16.0,64.75,70.5,62.0,66.0,64.0,67.0
552,189181.0,Abdoulaye Diallo,187.96,174,9.0,64.75,64.75,61.75,58.25,59.5,74.5
904,24788.0,Brian Jensen,185.42,172,38.0,64.73,65.33,65.0,59.2,64.53,65.67
725,213684.0,Jordi Masip,177.8,159,1.0,64.71,70.43,60.29,59.14,57.0,70.57
931,190971.0,Damiano Zanon,177.8,161,1.0,64.67,13.17,13.17,9.17,4.17,12.17
933,116243.0,Rafael Romo,198.12,187,1.0,64.67,63.33,62.0,61.0,64.33,67.67
626,553849.0,Pierluigi Gollini,187.96,176,28.0,64.62,70.38,56.88,55.88,61.62,73.88
368,128803.0,Simone Colombi,187.96,183,5.0,64.6,67.3,62.7,51.9,62.2,71.5
967,23147.0,Joe Lewis,198.12,187,1.0,64.6,69.1,60.0,58.6,60.4,69.2
30,37937.0,Davino Verhulst,193.04,198,100.0,64.6,65.93,63.73,65.13,62.27,67.87
499,189958.0,Leonard Nienhuis,182.88,198,93.0,64.56,65.33,66.0,64.22,61.89,68.0
129,36872.0,Kenny Steppe,185.42,154,23.0,64.55,65.36,61.73,62.45,64.27,66.73
827,150275.0,Nelson Pedroso,180.34,168,3.0,64.5,13.0,13.0,6.0,7.0,15.0
836,69341.0,Boris Peskovic,187.96,190,16.0,64.5,71.5,57.5,63.0,61.25,72.0
887,26410.0,Quentin Westberg,182.88,174,2.0,64.5,65.67,62.67,70.33,61.5,67.33
799,41975.0,Alex Valentini,185.42,176,11.0,64.4,67.0,63.0,55.8,63.4,70.2
403,150464.0,Andrea Seculin,190.5,176,3.0,64.4,66.8,61.3,52.0,61.1,71.8
831,181215.0,Elisson,187.96,187,4.0,64.33,63.67,67.33,68.0,61.67,65.67
591,15361.0,Jasmin Buric,193.04,183,101.0,64.33,66.33,63.67,56.33,60.42,69.75
874,36147.0,Benedikt Fernandez,182.88,176,3.0,64.33,67.0,59.67,56.0,58.0,72.33
962,67402.0,Paolo Collaviti,180.34,183,1.0,64.33,56.0,66.0,70.0,65.0,69.0
346,26508.0,Joost Terol,195.58,198,6.0,64.33,64.67,63.33,65.33,65.0,65.0
340,394824.0,Salvador Ichazo,187.96,183,4.0,64.33,67.67,62.0,60.33,61.67,69.33
868,40712.0,Lionel Cappone,182.88,163,22.0,64.33,65.5,59.67,58.58,67.75,66.5
237,32418.0,Jamie Langfield,193.04,183,194.0,64.33,66.27,62.93,57.27,63.2,67.2
323,26164.0,Joan Hartock,190.5,194,2.0,64.3,65.5,63.0,61.8,67.3,66.9
193,163887.0,Cristiano,195.58,198,27.0,64.25,59.5,69.5,55.75,67.0,63.75
539,38230.0,Apoula Edima Edel,182.88,176,45.0,64.25,67.5,64.25,60.25,61.5,66.5
153,14100.0,Alan Mannus,187.96,203,156.0,64.23,66.77,64.31,57.38,64.08,67.62
511,532942.0,Pau Sabata,187.96,159,36.0,64.2,62.6,65.8,60.6,65.6,64.6
701,246422.0,Juan Carlos,187.96,181,51.0,64.2,68.2,59.4,57.0,61.4,70.2
26,45245.0,Julio Coelho,177.8,161,19.0,64.17,65.0,63.0,60.67,62.5,65.0
378,281762.0,Pietro Terracciano,193.04,172,2.0,64.14,63.71,61.29,49.71,64.71,69.71
966,94658.0,Tom Mickel,182.88,187,1.0,64.12,66.75,62.88,67.12,60.25,66.38
286,309050.0,Dariusz Trela,187.96,176,74.0,64.11,72.22,52.22,57.56,62.33,71.33
942,2796.0,Javier Jimenez,182.88,170,1.0,64.1,74.2,57.8,60.8,57.1,68.6
604,75600.0,Chema,187.96,181,3.0,64.07,65.14,59.5,55.14,60.86,70.57
944,245599.0,Davy Roef,187.96,187,1.0,64.0,68.0,63.17,61.33,58.33,68.5
616,167285.0,Alireza Haghighi,193.04,176,25.0,64.0,67.67,58.0,55.33,63.83,73.0
60,37854.0,Frank Boeckx,180.34,187,24.0,64.0,65.12,61.0,68.0,63.0,65.25
681,41458.0,Massimo Zenildo Zappino,187.96,183,3.0,64.0,62.0,70.0,56.0,66.0,61.5
388,47249.0,Sebastian Nowak,198.12,212,37.0,64.0,64.0,56.0,70.33,63.0,69.33
89,25199.0,Yves Makaba-Makalamby,198.12,212,28.0,64.0,68.33,58.33,61.0,60.67,67.67
3,111025.0,Srdjan Blazic,198.12,205,12.0,64.0,71.0,61.0,51.0,64.5,64.5
528,11316.0,Jean-Louis Leca,180.34,165,45.0,64.0,61.22,64.56,56.11,65.89,69.22
542,13472.0,Arkadiusz Malarz,187.96,190,36.0,64.0,64.33,63.33,61.33,67.33,64.33
811,52160.0,Renny Vega,180.34,161,1.0,64.0,70.0,65.0,66.0,60.5,68.0
635,487334.0,Ofir Marciano,193.04,192,6.0,64.0,65.0,63.0,57.0,59.0,67.0
856,26585.0,Jurgen Wevers,203.2,212,10.0,64.0,67.0,58.0,72.0,64.0,62.0
847,94289.0,Idir Ouali,175.26,152,1.0,64.0,10.5,11.75,22.62,13.62,14.25
249,47421.0,Unai Alba,190.5,185,1.0,64.0,65.67,63.33,61.33,65.33,61.33
766,69825.0,Radek Petr,198.12,198,14.0,64.0,63.0,71.0,63.0,64.0,63.0
578,41643.0,"Michele Arcari,22",185.42,172,22.0,63.91,65.0,64.36,59.0,64.73,65.36
685,450742.0,Bartlomiej Dragowski,190.5,190,48.0,63.88,64.12,59.38,59.25,65.25,68.38
327,209422.0,Mateusz Prus,187.96,176,16.0,63.86,64.29,63.71,65.14,63.43,66.0
180,163604.0,Karl Darlow,185.42,174,9.0,63.85,64.8,64.05,60.0,62.1,67.45
173,155936.0,Ben Amos,193.04,168,1.0,63.83,64.5,64.0,64.67,59.0,70.67
793,180284.0,Marc Vidal,182.88,183,2.0,63.8,66.1,64.9,63.8,64.7,64.8
773,274787.0,Yvon Mvogo,187.96,185,88.0,63.78,66.11,60.33,58.67,63.44,68.0
468,268375.0,Emiliano Martinez,193.04,187,3.0,63.78,67.0,60.67,66.0,61.0,68.56
420,136539.0,Rafal Gikiewicz,187.96,181,41.0,63.73,66.6,59.4,62.33,64.6,67.33
317,33914.0,Craig Samson,187.96,176,162.0,63.73,65.0,63.27,53.45,62.36,66.55
463,12340.0,"Richard Zajac,28",185.42,179,73.0,63.71,66.14,59.43,70.29,64.0,70.71
406,39302.0,Alberto Pelagotti,187.96,181,6.0,63.71,61.86,63.57,61.14,63.71,68.14
957,299879.0,Alberto Brignoli,187.96,163,1.0,63.7,65.6,60.1,53.7,62.0,71.3
52,74028.0,Alberto Pomini,187.96,183,6.0,63.7,63.8,57.9,54.3,66.5,67.8
464,168295.0,Emilijus Zubas,195.58,176,45.0,63.7,64.8,64.3,55.5,60.7,67.2
158,156664.0,Mamadou Samassa,198.12,187,28.0,63.67,71.22,61.78,55.56,57.11,71.11
151,25852.0,Jean Francois Bedenik,180.34,165,59.0,63.67,64.33,69.17,58.17,62.0,64.5
625,43230.0,Robert Olejnik,187.96,183,53.0,63.67,65.5,59.0,51.75,64.25,65.92
544,127712.0,Declan Rudd,190.5,187,12.0,63.67,67.07,63.8,59.67,61.0,64.87
105,33330.0,Danny Wintjens,200.66,168,3.0,63.67,64.33,60.33,61.67,65.33,66.0
956,37117.0,Michael Cordier,182.88,165,1.0,63.67,65.0,63.33,63.33,60.33,67.67
932,303919.0,Jordan Pickford,185.42,170,2.0,63.62,67.5,57.62,73.0,63.88,66.12
86,22962.0,Ben Williams,187.96,190,74.0,63.62,65.23,58.0,55.38,62.38,68.23
71,131408.0,Thomas Kaminski,193.04,154,54.0,63.6,66.6,59.8,59.2,58.2,70.4
858,37993.0,Yves Lenaerts,187.96,176,10.0,63.6,63.4,61.4,66.0,62.6,67.8
859,41066.0,Michael McGovern,190.5,196,75.0,63.5,64.0,63.33,61.0,64.0,66.0
853,561819.0,Alessandro Damen,185.42,183,11.0,63.5,65.5,58.5,63.5,65.5,65.5
866,36181.0,Sascha Burchert,187.96,172,3.0,63.5,58.8,67.1,63.3,67.0,63.2
623,40583.0,Scott Flinders,193.04,192,8.0,63.5,66.17,63.92,55.25,59.75,66.75
136,37839.0,Bart Deelkens,187.96,185,22.0,63.5,62.0,65.0,63.0,65.0,64.0
118,38318.0,Jurgen Sierens,190.5,196,39.0,63.5,62.5,62.0,50.5,63.5,64.0
901,164317.0,Matos,190.5,201,1.0,63.5,64.25,66.5,62.5,64.25,63.25
690,36343.0,Manuel Salz,185.42,174,3.0,63.5,64.0,62.5,61.0,63.0,66.5
589,25942.0,Rui Sacramento,182.88,174,4.0,63.5,63.5,61.5,53.5,65.5,65.5
796,42276.0,David Zibung,187.96,192,253.0,63.5,67.7,57.7,62.4,57.75,71.5
843,47532.0,Martin Hansen,187.96,192,65.0,63.5,63.0,62.0,63.83,61.67,66.0
35,41722.0,David Da Costa,185.42,168,161.0,63.5,65.28,62.61,57.22,62.22,64.67
741,441302.0,Anton Mitryushkin,187.96,181,7.0,63.5,68.5,55.5,63.5,63.5,66.5
232,24694.0,"Matthew Gilks,18",185.42,179,18.0,63.45,64.36,63.45,60.36,62.55,66.0
628,32713.0,Cameron Bell,180.34,174,115.0,63.44,65.78,62.78,54.56,63.33,66.44
530,41886.0,Landry Bonnefoi,182.88,159,7.0,63.43,63.86,64.57,60.57,66.86,65.57
177,43006.0,Hans-Peter Berger,177.8,176,6.0,63.4,68.6,60.4,65.2,58.2,69.6
482,291643.0,Paul Nardi,187.96,170,2.0,63.4,68.5,60.7,56.4,56.5,69.5
310,72489.0,Matus Putnocky,195.58,201,40.0,63.4,66.4,61.6,61.0,63.4,67.4
900,355347.0,Lukas Raeder,193.04,192,28.0,63.33,66.83,61.33,65.83,56.5,69.17
197,13471.0,Radoslaw Cierzniak,182.88,179,149.0,63.33,65.78,61.22,54.56,63.11,66.11
903,68482.0,Carlos Servin,187.96,181,3.0,63.33,64.33,60.67,58.0,64.67,66.0
461,33272.0,Peter Jehle,187.96,176,64.0,63.33,64.56,62.33,62.11,60.11,66.89
968,23453.0,Paul Rachubka,185.42,187,1.0,63.31,65.23,59.69,61.69,60.62,67.69
638,104384.0,Sebastien Bruzzese,185.42,179,18.0,63.25,63.75,58.5,66.0,62.38,67.38
213,304355.0,Odisseas Vlachodimos,190.5,170,2.0,63.25,65.25,62.75,62.25,60.0,67.0
891,97865.0,Mario Fernandez Cuesta,185.42,163,13.0,63.2,65.9,63.4,55.2,58.9,70.1
125,129241.0,Hannes Thor Halldorsson,193.04,192,8.0,63.2,64.6,59.2,54.4,63.2,68.4
474,40549.0,Kevin Olimpa,185.42,203,4.0,63.2,65.8,63.8,64.0,66.4,62.4
371,11760.0,Jorge Baptista,185.42,192,5.0,63.2,63.6,60.8,59.2,59.6,65.8
68,23141.0,Paul Gallacher,182.88,174,116.0,63.17,62.58,63.17,55.08,64.92,64.17
230,97746.0,Jens Grahl,193.04,205,12.0,63.09,66.64,60.0,56.73,58.36,66.55
21,94324.0,Mathieu Dreyer,187.96,179,33.0,63.0,63.62,67.38,58.0,58.25,67.38
80,38289.0,Jugoslav Lazic,198.12,190,38.0,63.0,63.82,58.73,59.64,66.45,64.09
930,27666.0,Luca Bucci,180.34,174,1.0,63.0,58.0,66.0,69.0,67.0,66.0
218,231674.0,Erik Cummins,185.42,176,14.0,63.0,68.0,63.0,67.67,60.0,63.0
731,38559.0,Mikel Saizar,190.5,185,6.0,63.0,59.5,69.33,58.17,67.33,58.33
308,115268.0,Michal Peskovic,187.96,194,79.0,63.0,65.33,63.22,58.44,62.56,66.78
498,215311.0,Luca Veronese,187.96,159,5.0,63.0,65.0,66.5,57.5,70.5,57.0
829,277693.0,Marcelo Valverde,185.42,165,14.0,63.0,67.0,62.5,59.5,60.5,67.0
925,212873.0,Daniel Batz,187.96,185,1.0,63.0,63.5,63.0,66.83,59.67,66.67
922,163985.0,Ricardo Campos,187.96,181,1.0,63.0,65.0,64.0,68.0,67.0,64.0
84,38327.0,Wouter Biebauw,187.96,181,59.0,63.0,65.75,58.75,54.88,58.75,70.0
661,667964.0,Victor Braga,193.04,187,1.0,63.0,68.0,58.0,59.0,62.0,67.0
674,450003.0,Georgemy,195.58,196,3.0,63.0,70.0,61.0,60.0,58.0,66.0
832,361717.0,Rui Silva,187.96,187,30.0,62.89,64.89,60.44,60.89,61.78,67.33
87,24985.0,Graeme Smith,187.96,172,51.0,62.86,63.86,64.0,62.57,64.14,68.0
88,32658.0,Mark Brown,185.42,172,114.0,62.83,62.42,65.0,57.25,63.67,63.42
896,240338.0,Richard Strebinger,193.04,198,1.0,62.83,63.33,60.17,58.67,59.83,68.0
473,185386.0,Azbe Jug,190.5,203,2.0,62.8,64.4,62.8,64.6,62.6,62.2
66,75348.0,Bernardo Dominguez,185.42,190,1.0,62.78,59.44,63.78,58.56,60.0,67.56
428,114822.0,Grzegorz Sandomierski,195.58,190,104.0,62.75,67.25,59.0,61.5,58.0,67.67
532,477498.0,Raul Lizoain,187.96,176,7.0,62.75,62.38,61.0,54.38,65.75,65.62
22,602493.0,Paul Bernardoni,190.5,172,21.0,62.67,65.67,62.67,60.33,63.33,66.33
943,193533.0,Pablo Alcolea Guerrero,182.88,172,1.0,62.67,62.0,63.0,62.0,62.33,66.33
592,69594.0,Maciej Gostomski,195.58,198,39.0,62.64,63.0,59.55,51.36,66.0,65.09
8,279874.0,Guillaume Hubert,198.12,194,14.0,62.6,66.4,59.0,65.4,56.4,68.4
455,39769.0,Tommaso Berni,185.42,176,7.0,62.6,59.1,59.6,54.4,65.0,68.7
531,25329.0,Jesper Hansen,187.96,172,40.0,62.6,61.0,61.4,61.5,60.6,67.1
762,42113.0,Germano Vailati,185.42,185,51.0,62.56,67.56,58.56,54.0,63.67,62.22
240,33948.0,Jason Brown,180.34,212,27.0,62.56,62.67,63.89,59.78,61.22,65.56
390,107001.0,Pavels Steinbors,193.04,203,47.0,62.5,63.83,60.5,58.0,60.0,67.33
689,361013.0,Mamadou Ba,198.12,190,1.0,62.5,64.5,59.5,64.5,60.5,69.5
851,167059.0,Jordy Deckers,193.04,183,4.0,62.5,64.5,59.0,62.0,62.0,67.0
892,295212.0,Dani Sotres,182.88,172,1.0,62.5,69.67,57.83,68.5,47.67,73.0
434,35336.0,Kyle Letheren,187.96,183,24.0,62.5,62.5,61.5,58.5,61.5,64.5
953,282774.0,Nicolas,190.5,187,1.0,62.5,64.75,60.25,59.25,60.75,66.75
908,11746.0,Pedro Alves,187.96,176,2.0,62.5,58.25,61.0,63.0,59.75,67.25
183,289159.0,Jak Alnwick,187.96,181,5.0,62.5,64.5,62.88,60.62,60.62,63.62
330,206809.0,Filip Kurto,193.04,203,109.0,62.5,64.08,60.67,57.08,60.75,66.08
774,32990.0,Nicolas Ardouin,185.42,176,9.0,62.5,64.5,65.5,64.5,68.5,48.5
948,212772.0,Antonio Donnarumma,193.04,212,1.0,62.43,64.29,60.14,55.57,61.14,68.0
445,39420.0,Carlo Zotti,190.5,190,33.0,62.4,61.2,58.2,61.2,68.0,63.4
430,13494.0,Jakub Szmatula,187.96,179,48.0,62.4,65.2,61.6,60.4,64.2,64.6
580,9183.0,Janos Balogh,193.04,183,34.0,62.4,64.2,62.2,61.4,62.6,64.6
194,181654.0,Michal Miskiewicz,193.04,203,47.0,62.38,65.15,57.31,46.38,66.54,67.85
553,39743.0,Alberto Maria Fontana,187.96,183,12.0,62.33,63.0,63.67,45.33,65.33,56.33
365,111741.0,Mauro Vigorito,187.96,174,1.0,62.33,65.33,60.33,55.33,58.33,75.33
75,346114.0,Koen Van Langendonck,185.42,192,66.0,62.33,64.33,59.33,61.67,62.0,67.0
101,181377.0,Leon Ter Wielen,195.58,198,6.0,62.33,66.67,59.0,61.67,56.67,65.67
500,161014.0,Harm Zeinstra,193.04,187,9.0,62.33,63.0,58.67,59.67,63.33,65.67
823,96957.0,Ricardo Ferreira,187.96,168,9.0,62.33,62.67,60.0,57.0,61.33,63.33
244,11498.0,Stuart Nelson,187.96,185,3.0,62.32,64.79,59.26,60.11,61.21,63.74
590,13320.0,Krzysztof Kotorowski,187.96,190,70.0,62.31,69.46,52.77,60.08,60.23,69.08
754,95231.0,Ivan Benito,182.88,176,61.0,62.29,61.86,56.71,60.57,67.0,62.0
573,23114.0,Dean Brill,187.96,172,61.0,62.27,63.0,58.45,60.18,64.09,64.82
414,13473.0,Maciej Mielcarz,198.12,209,90.0,62.25,61.5,60.5,64.62,65.88,61.62
744,241996.0,George Long,193.04,207,13.0,62.17,68.33,57.5,47.67,57.67,69.5
759,25760.0,Massimo Colomba,190.5,181,19.0,62.14,60.86,62.29,56.43,61.86,63.57
140,278285.0,Paulo Gazzaniga,195.58,198,20.0,62.1,66.2,56.9,78.6,56.2,67.1
801,35875.0,Benedikt Pliquett,198.12,209,5.0,62.08,62.92,61.42,57.08,58.75,66.0
833,143923.0,Robbert Te Loeke,193.04,192,2.0,62.0,65.0,63.0,59.0,59.0,62.0
680,588337.0,Joel Drommel,193.04,172,11.0,62.0,68.0,61.0,58.25,56.25,62.75
668,150077.0,Marcio Paiva,182.88,185,19.0,62.0,59.0,57.0,59.0,60.5,69.0
876,39522.0,Pietro Marino,203.2,209,1.0,62.0,59.67,60.67,59.67,62.0,64.33
828,96844.0,Filipe Mendes,193.04,194,3.0,62.0,64.0,61.0,59.0,61.33,63.67
81,39153.0,Cedric Berthelin,193.04,214,41.0,62.0,61.57,62.86,57.14,65.43,60.57
743,254241.0,Stole Dimitrievski,185.42,190,1.0,62.0,62.33,66.33,56.33,62.33,61.33
855,184621.0,Ohad Levita,187.96,176,24.0,62.0,65.0,62.5,61.0,63.0,64.5
707,110154.0,Wesley de Ruiter,190.5,196,42.0,62.0,61.67,63.67,57.5,58.5,66.83
285,13436.0,Krzysztof Pilarz,182.88,172,125.0,61.9,63.1,60.0,63.6,63.2,67.3
747,24983.0,Gunnar Nielsen,190.5,190,19.0,61.89,64.56,64.33,55.56,62.11,60.33
9,148325.0,Kristof van Hout,208.28,243,52.0,61.83,64.17,63.0,58.83,62.67,60.33
243,180197.0,Adam Collin,190.5,172,3.0,61.8,65.8,60.67,59.93,58.67,63.13
110,149260.0,Tom Muyters,187.96,181,29.0,61.75,63.0,65.0,62.25,56.75,62.0
575,40980.0,Owain Fon Williams,193.04,170,38.0,61.67,63.17,55.25,55.5,55.58,73.58
34,31470.0,Andrea Guatelli,198.12,212,31.0,61.67,64.33,60.67,69.5,57.17,61.83
850,27031.0,Nico Pellatz,190.5,172,9.0,61.67,59.67,63.67,62.67,57.0,64.33
826,71524.0,Alexander Stephan,187.96,185,11.0,61.67,60.56,64.67,53.89,62.33,62.11
812,150044.0,Pajetat Douglas,190.5,187,2.0,61.67,65.0,62.0,59.0,60.0,64.67
761,25779.0,Marcel Herzog,185.42,174,29.0,61.62,66.0,57.46,54.08,60.92,62.77
763,408986.0,Timon Wellenreuther,185.42,176,7.0,61.62,66.75,55.38,64.75,57.38,67.5
156,24984.0,Graeme Smith,187.96,181,38.0,61.6,59.8,66.4,62.2,61.8,62.0
157,23445.0,Steve Banks,182.88,183,6.0,61.5,60.0,62.67,62.83,61.0,62.5
196,138159.0,Michal Buchalik,190.5,183,81.0,61.5,62.75,59.25,54.62,61.5,63.12
902,131117.0,Caleb Patterson-Sewell,190.5,192,3.0,61.5,62.75,57.75,65.0,65.25,63.75
720,176682.0,Pavol Bajza,195.58,196,2.0,61.5,64.5,55.5,56.5,59.5,69.5
934,282059.0,Luca Lezzerini,195.58,190,1.0,61.5,66.5,59.5,63.5,54.5,65.5
684,97365.0,Serginho,190.5,183,2.0,61.5,59.0,61.5,61.5,57.0,63.5
92,43243.0,Andrew McNeil,180.34,183,5.0,61.5,67.5,61.0,58.0,64.0,66.5
90,42929.0,Gregorz Szamotulski,187.96,198,18.0,61.5,59.0,65.0,69.5,59.0,59.0
750,109622.0,Scott Fox,182.88,174,70.0,61.5,64.25,56.75,55.75,61.75,64.75
941,416409.0,German,187.96,172,1.0,61.5,57.5,63.5,55.5,58.5,67.5
765,42231.0,Daniel Lopar,187.96,187,147.0,61.47,64.0,58.12,56.59,61.71,63.06
924,434259.0,Marius Gersbeck,187.96,176,1.0,61.4,58.4,64.2,61.0,60.6,62.4
343,21645.0,David Meul,193.04,183,34.0,61.33,63.0,61.0,59.33,64.0,67.0
969,43284.0,Pedro Costa,167.64,154,1.0,61.33,14.0,19.67,40.67,19.0,20.33
751,168673.0,Gary Woods,185.42,172,11.0,61.33,66.33,60.0,56.67,55.17,64.33
28,164430.0,Antonio Filipe,185.42,185,24.0,61.33,60.33,65.33,63.0,61.0,61.33
393,13454.0,Sebastian Przyrowski,193.04,174,94.0,61.3,65.4,54.6,53.0,59.7,64.3
67,34656.0,Chris Smith,187.96,190,19.0,61.25,61.0,59.25,57.25,62.75,64.5
939,186811.0,Mathieu Gorgelin,187.96,183,2.0,61.2,67.5,57.4,59.7,57.9,65.2
85,23772.0,Graham Stack,187.96,174,56.0,61.12,62.25,61.5,56.25,60.62,61.62
802,23027.0,Matt Duke,190.5,185,21.0,61.06,59.0,63.5,57.5,61.19,62.44
711,243490.0,Filip Bednarek,187.96,179,5.0,61.0,64.67,58.33,59.67,61.67,63.67
404,42429.0,Maurizio Pugliesi,187.96,174,1.0,61.0,65.33,47.33,69.33,65.33,66.33
548,33676.0,Peter Mollez,185.42,181,8.0,61.0,60.0,63.0,65.0,58.0,61.0
433,23080.0,Rab Douglas,190.5,207,30.0,61.0,59.0,62.0,60.33,62.0,61.0
241,35513.0,Mark Howard,182.88,168,44.0,61.0,61.2,61.9,60.7,61.9,60.8
686,277487.0,Krzysztof Baran,195.58,203,27.0,61.0,66.0,58.14,50.43,62.0,62.43
408,463806.0,Dawid Kudla,187.96,185,18.0,61.0,64.6,53.0,62.2,58.8,67.6
842,45853.0,Barry Ditewig,190.5,198,18.0,61.0,62.0,60.0,63.5,62.0,65.0
517,5047.0,Wilko de Vogt,187.96,194,10.0,61.0,60.0,65.0,62.0,67.5,52.5
970,361314.0,Rafael Veloso,193.04,176,1.0,61.0,61.0,60.0,58.5,60.0,64.0
910,214748.0,Jake Kean,193.04,168,1.0,60.89,65.22,55.78,51.89,58.11,66.89
419,93450.0,Wojciech Kaczmarek,200.66,218,82.0,60.82,62.27,58.27,59.09,58.55,62.73
748,237562.0,Connor Ripley,190.5,212,36.0,60.8,65.4,58.2,70.4,60.8,60.8
959,37376.0,Jean-Francois Kornetzky,190.5,196,1.0,60.75,62.25,60.25,55.25,55.0,60.5
451,543021.0,Vanja Milinkovic-Savic,203.2,203,4.0,60.75,68.0,55.5,54.75,58.75,66.0
283,32633.0,Zbigniew Malkowski,187.96,181,139.0,60.71,61.57,57.0,58.71,60.86,61.71
735,466439.0,Mike Maignan,187.96,176,3.0,60.67,66.0,60.0,57.0,57.33,61.67
572,354519.0,Antonio Reguero Chapinal,182.88,176,39.0,60.67,61.17,57.33,56.17,61.0,63.17
857,110112.0,Arjan van Dijk,187.96,172,12.0,60.67,61.33,63.67,61.67,62.0,58.0
453,13390.0,Wojciech Skaba,190.5,179,60.0,60.57,67.21,57.07,54.36,58.43,62.64
559,26367.0,Jessy Moulin,182.88,176,2.0,60.5,59.5,62.88,57.62,61.88,60.5
386,114270.0,Silvio Rodic,198.12,207,25.0,60.5,65.5,56.5,58.5,56.5,65.5
816,46130.0,Peter van der Vlag,187.96,165,2.0,60.5,60.5,65.5,64.5,62.5,55.5
890,103485.0,Jules Stephane Goda,190.5,194,3.0,60.5,58.5,64.5,60.5,63.5,59.5
798,330458.0,Mirko Salvi,187.96,176,11.0,60.5,60.5,62.0,59.0,59.0,60.5
198,305248.0,Merveille Goblet,180.34,172,12.0,60.4,65.4,55.8,59.0,56.6,68.2
409,206822.0,Jakub Slowik,190.5,181,57.0,60.4,59.7,56.9,56.3,63.7,66.1
