,player_api_id,player_name,height,weight,count_plays,overall_rating,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
786,23950.0,Dean Kiely,185.42,172,3.0,70.4,70.2,71.4,68.6,72.2,66.8
582,37656.0,Ruben,187.96,176,110.0,70.38,76.19,65.81,63.5,65.75,76.31
131,114737.0,Marwin Hitz,193.04,185,89.0,70.38,73.85,67.77,61.31,69.15,73.0
12,95597.0,Bertrand Laquait,185.42,176,63.0,70.33,71.78,72.78,66.78,70.0,69.44
911,40281.0,Arni Gautur Arason,187.96,185,1.0,70.33,67.67,65.33,62.0,70.67,73.0
480,145039.0,Jean-Jacques Gosso,177.8,165,1.0,70.33,5.33,17.0,50.33,16.67,19.33
566,41243.0,Francesco Antonioli,187.96,181,98.0,70.33,67.83,69.33,64.33,76.0,73.33
152,19403.0,Galatto,193.04,201,5.0,70.25,72.0,67.38,72.38,71.62,72.62
588,206711.0,Mauro Goicoechea,185.42,185,54.0,70.25,71.5,68.5,66.25,68.75,72.75
33,38793.0,Logan Bailly,187.96,198,102.0,70.2,74.1,63.8,74.2,63.2,76.4
706,449484.0,Xabi Irureta,180.34,163,37.0,70.2,73.4,67.0,70.4,66.0,75.8
501,279175.0,Baptiste Reynet,185.42,187,41.0,70.17,71.5,65.83,66.83,69.5,74.67
190,426359.0,Stanislav Kritsyuk,193.04,187,30.0,70.12,71.38,72.25,65.38,67.5,71.5
586,174030.0,Jesus Fernandez,190.5,183,8.0,70.11,72.89,67.44,55.78,68.67,74.56
261,121881.0,Eduardo Gottardi,193.04,176,127.0,70.08,71.42,69.75,68.25,69.92,71.83
669,40841.0,Carlos,187.96,181,28.0,70.0,72.0,67.0,65.0,69.0,70.0
104,352003.0,Warner Hahn,198.12,187,30.0,70.0,73.0,66.5,64.5,67.75,76.0
186,24064.0,Kieren Westwood,187.96,190,18.0,70.0,73.17,69.25,66.67,67.17,73.67
220,26233.0,Gennaro Bracigliano,182.88,181,67.0,70.0,70.38,70.38,67.62,72.38,72.75
221,26290.0,Damien Gregorini,193.04,198,77.0,70.0,71.0,72.4,64.2,72.0,69.4
79,30934.0,Boubacar Barry Copa,180.34,152,114.0,70.0,73.2,65.87,52.2,61.67,79.93
694,27518.0,Florian Fromlowitz,185.42,183,56.0,70.0,73.07,66.64,68.29,65.0,75.43
351,40610.0,Nelson,187.96,174,23.0,70.0,69.0,71.0,72.0,73.0,65.0
494,33617.0,Lionel Letizi,187.96,176,17.0,70.0,73.0,69.0,71.2,71.2,70.0
223,178778.0,Oliver Baumann,187.96,181,198.0,70.0,74.22,68.89,65.44,66.44,71.89
256,213504.0,Diego Marino,185.42,165,83.0,69.94,68.56,71.75,57.0,70.75,73.25
137,35496.0,Kelvin Davis,185.42,181,18.0,69.94,71.44,67.17,62.89,69.17,73.67
375,30143.0,"Alberto Frison,18",190.5,187,18.0,69.93,71.29,66.43,56.43,71.0,75.71
360,42478.0,Vlada Avramov,187.96,179,31.0,69.92,69.0,69.0,62.5,73.25,72.25
402,181920.0,Francesco Bardi,187.96,181,48.0,69.92,71.0,68.0,63.92,67.33,75.42
880,112107.0,Erwin Mulder,193.04,194,150.0,69.92,71.67,66.92,72.92,67.92,72.67
209,101983.0,Manu Herrera,182.88,165,35.0,69.92,68.85,67.69,64.46,71.15,73.77
58,104378.0,Bojan Jorgacevic,187.96,190,102.0,69.9,71.7,66.8,64.4,69.7,71.1
314,38617.0,Adam Federici,187.96,198,27.0,69.88,71.88,64.69,72.88,66.38,74.94
655,46531.0,Casto Espinosa,180.34,165,45.0,69.87,77.73,66.67,60.13,61.87,77.67
951,115160.0,Brown Ideye,180.34,172,1.0,69.86,12.0,14.86,22.0,10.57,12.0
369,33550.0,Romuald Peiser,185.42,172,104.0,69.86,72.5,67.93,63.29,68.14,73.29
716,31299.0,Daniel Fernandes,195.58,207,32.0,69.86,73.57,63.71,60.43,63.29,78.43
5,38797.0,Sinan Bolat,190.5,174,78.0,69.84,69.74,69.42,71.05,67.74,72.63
923,245433.0,Stefanos Kapinos,195.58,201,1.0,69.83,73.17,66.33,63.0,67.83,74.67
974,50651.0,Raul Fernandez,185.42,185,1.0,69.8,71.8,68.3,59.4,67.7,75.2
700,37456.0,David Cobeno,185.42,181,28.0,69.79,65.5,73.71,71.86,74.0,68.0
753,210822.0,Lars Unnerstall,198.12,220,49.0,69.78,71.89,67.44,60.78,69.56,73.33
807,38467.0,Mariano Damian Barbosa,187.96,165,3.0,69.77,71.31,67.77,73.08,64.15,74.77
236,280969.0,Adriano Facchini,187.96,172,118.0,69.75,70.17,71.5,65.75,68.25,72.92
864,42898.0,Timo Ochs,187.96,194,2.0,69.75,70.0,70.0,53.25,65.25,72.75
815,36846.0,Luciano,175.26,163,98.0,69.71,74.0,63.21,66.57,65.64,76.79
671,32039.0,Paulo Santos,185.42,183,30.0,69.67,70.33,70.33,67.0,67.33,69.67
337,42692.0,Daniele Padelli,190.5,181,108.0,69.65,72.53,66.59,59.53,70.65,73.12
229,42909.0,Ramazan Oezcan,187.96,185,35.0,69.58,70.26,65.26,63.84,67.84,73.79
788,190741.0,Ali Ahamada,187.96,183,131.0,69.57,72.29,64.29,66.5,68.64,73.79
905,24155.0,Tom Heaton,187.96,190,38.0,69.56,72.22,68.56,63.89,68.33,72.22
226,29303.0,Daniel Haas,187.96,190,33.0,69.55,68.73,69.09,60.73,68.27,74.45
593,26241.0,Olivier Sorin,187.96,168,127.0,69.55,67.64,75.27,69.55,73.18,66.27
255,75390.0,Jacobo,195.58,181,30.0,69.55,73.0,67.45,70.73,69.0,71.64
178,45244.0,Antunes,175.26,152,1.0,69.55,5.82,10.82,31.18,11.73,14.82
710,68422.0,Roberto Fernandez,187.96,176,13.0,69.5,67.0,71.0,66.0,70.0,73.0
477,22924.0,Neil Alexander,185.42,163,52.0,69.5,72.08,72.83,66.5,70.5,68.75
963,27547.0,Stefan Wessels,190.5,198,1.0,69.5,73.75,68.25,52.25,62.5,71.75
838,11716.0,Pedro Roma,185.42,183,2.0,69.5,70.75,67.0,66.5,66.5,71.0
491,39163.0,Dimitrios Eleftheropoulos,190.5,183,1.0,69.5,78.0,64.5,65.0,66.0,70.0
295,36029.0,Christopher Heimeroth,193.04,201,27.0,69.46,69.85,66.54,59.92,70.31,74.46
207,185644.0,Mathew Ryan,182.88,181,35.0,69.43,69.86,65.43,70.36,69.36,72.64
915,41178.0,Stephane Pichot,177.8,170,1.0,69.4,8.0,19.4,63.8,19.6,20.2
875,29529.0,Dario Kresic,195.58,212,1.0,69.4,74.2,65.7,66.2,64.7,71.9
270,22125.0,Paulo Lopes,185.42,176,33.0,69.38,70.0,73.38,64.62,70.38,68.38
170,26818.0,Anders Lindegaard,193.04,174,19.0,69.36,73.36,69.79,58.14,64.79,72.5
259,73409.0,Oerjan Haaskjold Nyland,193.04,198,6.0,69.35,70.24,64.59,77.47,65.88,77.35
897,162885.0,Eugenio Lamanna,185.42,176,19.0,69.33,68.67,68.67,65.67,68.67,72.5
558,26350.0,Jody Viviani,190.5,179,33.0,69.33,66.67,69.33,70.33,66.0,74.33
677,212147.0,Sonny Stevens,193.04,192,13.0,69.33,71.17,71.5,63.5,66.17,71.17
328,13345.0,Pawel Kieszek,187.96,181,143.0,69.31,70.08,67.77,62.92,68.92,70.69
257,183348.0,Dani Hernandez,195.58,196,24.0,69.25,66.25,73.5,77.25,72.0,68.62
234,27558.0,Francesco Benussi,187.96,176,69.0,69.23,70.62,69.08,64.31,66.23,74.77
304,26547.0,Remko Pasveer,187.96,201,136.0,69.2,69.6,66.4,66.0,71.8,69.2
639,27677.0,Ivan Pelizzoli,193.04,196,10.0,69.18,71.09,67.64,64.27,70.36,70.0
505,71498.0,Javi Varas,182.88,163,123.0,69.09,72.18,67.64,62.36,65.91,74.73
608,38520.0,Sergio Sanchez,190.5,183,7.0,69.0,71.0,71.5,67.5,70.0,70.0
36,25811.0,Johnny Leoni,187.96,174,95.0,69.0,72.1,68.8,57.5,67.2,71.8
303,26663.0,Martin Pieckenhagen,185.42,190,43.0,69.0,69.0,67.33,65.0,64.0,71.67
732,26150.0,Gregory Malicki,187.96,190,33.0,69.0,68.36,64.29,66.21,72.79,74.29
599,2984.0,Sergio Aragones,182.88,176,38.0,69.0,73.14,63.86,62.43,63.71,74.0
358,186054.0,Joel Robles,195.58,198,43.0,69.0,68.33,68.89,67.89,70.78,69.56
881,26003.0,Hans Vonk,195.58,183,4.0,69.0,68.0,69.0,64.0,73.0,70.0
127,42592.0,Khalid Sinouh,190.5,190,8.0,69.0,72.0,65.5,57.33,71.5,67.17
32,195782.0,Marco Bizot,193.04,187,68.0,68.94,71.5,67.17,64.22,66.5,72.33
538,265273.0,Gabriel,193.04,198,7.0,68.91,74.0,66.36,60.91,63.55,74.82
869,210114.0,Benjamin Lecomte,185.42,172,83.0,68.91,73.73,68.18,66.45,65.82,71.55
687,40992.0,Wolfgang Hesl,185.42,192,17.0,68.91,70.18,66.18,69.27,67.91,72.55
59,156553.0,Sergio Padt,198.12,203,97.0,68.9,74.2,64.7,69.7,65.2,72.8
148,103468.0,Johny Placide,180.34,196,50.0,68.88,69.62,65.88,63.75,69.12,70.12
745,37780.0,Darren Randolph,185.42,176,117.0,68.88,70.75,66.81,69.88,67.12,71.5
77,33109.0,Laurent Pionnier,182.88,170,41.0,68.84,71.53,69.0,66.05,71.26,70.11
246,40959.0,Hugo Ventura,182.88,174,104.0,68.83,69.08,67.25,69.33,66.75,70.75
326,26117.0,Mathieu Valverde,187.96,187,56.0,68.8,67.8,70.8,75.0,66.4,70.4
57,22978.0,Ross Turnbull,193.04,187,28.0,68.8,71.13,68.73,68.73,65.87,70.93
594,33826.0,Francesco Arnau,185.42,179,20.0,68.8,67.6,70.8,67.2,72.2,70.8
376,39510.0,Andrea Campagnolo,182.88,159,31.0,68.77,66.85,66.77,64.08,72.08,70.85
122,36013.0,Dennis Gentenaar,180.34,172,56.0,68.75,65.62,67.25,63.62,71.38,69.25
121,35442.0,Bradley Jones,190.5,168,43.0,68.73,71.33,65.8,69.07,66.27,72.87
222,42829.0,Jelle ten Rouwelaar,185.42,187,215.0,68.71,69.71,65.79,65.93,69.79,69.29
447,11321.0,Vincent Plante,190.5,187,53.0,68.71,69.14,67.71,66.86,67.43,70.71
822,416175.0,Jose Sa,193.04,187,14.0,68.67,71.0,66.5,60.67,66.17,72.83
440,41045.0,Samir Ujkani,185.42,172,44.0,68.67,70.33,66.92,62.17,70.92,74.17
25,500575.0,Rafael Defendi,190.5,194,37.0,68.67,69.33,67.33,64.33,71.33,70.0
878,39609.0,Martin Lejsal,195.58,205,10.0,68.67,66.5,67.5,54.67,70.67,73.33
929,40581.0,Lee Camp,182.88,163,1.0,68.64,70.27,69.82,70.36,64.91,68.0
738,10637.0,Andris Vanins,185.42,176,223.0,68.64,70.71,71.79,64.79,63.36,71.36
362,39313.0,Cristiano Lupatelli,187.96,185,4.0,68.6,68.6,68.4,60.8,70.0,70.0
50,414788.0,Gianluca Pegolo,182.88,168,91.0,68.6,68.5,66.6,61.0,69.7,72.8
347,26484.0,Boy Waterman,187.96,183,68.0,68.58,70.37,65.79,71.32,65.53,72.68
760,34485.0,Franco Costanzo,187.96,192,64.0,68.56,67.22,62.44,63.67,67.33,76.0
893,94139.0,Raphael Wolf,190.5,190,48.0,68.55,70.5,66.09,60.18,67.18,73.18
809,581726.0,Raul Gudino,195.58,185,11.0,68.5,72.5,63.5,60.0,67.0,75.0
790,698273.0,Alban Lafont,193.04,170,24.0,68.5,70.5,71.5,68.5,70.0,70.0
872,23075.0,Franco Sosa,177.8,161,1.0,68.5,6.5,16.5,42.5,14.0,14.0
568,27658.0,Federico Agliardi,190.5,190,38.0,68.44,68.38,66.12,59.06,70.06,71.56
845,11024.0,Tomas Cerny,182.88,183,135.0,68.43,68.0,66.43,62.71,68.71,71.43
401,24454.0,Lorenzo Squizzi,190.5,196,9.0,68.43,68.57,69.14,60.86,70.71,68.0
806,38484.0,Juan Carlos,182.88,168,7.0,68.4,76.4,63.7,67.8,59.4,75.7
254,74689.0,Jaime,187.96,176,29.0,68.4,68.73,67.2,59.47,67.47,72.8
100,5710.0,Diederik Boer,193.04,198,53.0,68.38,67.75,66.75,64.12,70.12,71.5
709,26576.0,Rob van Dijk,187.96,183,59.0,68.38,65.5,72.5,69.5,74.0,62.0
808,570468.0,Andre Moreira,195.58,187,19.0,68.33,68.0,68.67,64.67,71.0,70.67
108,242243.0,William Dutoit,182.88,172,27.0,68.33,71.33,66.33,63.0,68.33,73.67
83,39573.0,Olivier Renard,187.96,170,81.0,68.33,68.83,71.67,64.17,66.17,69.83
331,243482.0,Benjamin van Leer,187.96,168,34.0,68.33,70.33,69.0,68.0,67.67,67.67
653,49541.0,Vincenzo Fiorillo,190.5,174,7.0,68.33,68.22,66.89,63.33,67.44,71.33
263,194632.0,Mika,195.58,198,58.0,68.33,69.67,68.33,67.67,68.11,70.22
17,40014.0,Sebastien Chabbert,185.42,176,22.0,68.33,65.0,72.5,56.33,72.5,65.83
29,91929.0,Laszlo Koteles,185.42,185,87.0,68.31,70.69,65.77,64.23,64.08,73.31
6,159883.0,Yohan Thuram Ulien,187.96,187,70.0,68.25,71.6,65.3,64.3,68.15,70.65
619,18558.0,Nicolas Navarro,190.5,192,18.0,68.25,68.25,68.75,69.38,67.0,69.12
503,46741.0,Johan Liebus,185.42,185,1.0,68.25,67.5,67.25,67.5,68.5,69.0
24,19515.0,Cassio,185.42,174,193.0,68.2,69.53,65.33,63.8,68.27,70.47
146,27255.0,Thomas Kessler,198.12,203,33.0,68.2,69.1,68.6,62.3,67.0,69.0
839,164354.0,Pedro Trigueira,190.5,205,33.0,68.2,71.4,66.4,69.0,65.8,70.6
950,151075.0,Pablo Cendros,175.26,161,1.0,68.12,7.88,12.38,21.0,9.38,9.38
267,363364.0,Ederson Moraes,187.96,183,46.0,68.08,70.17,64.0,79.0,68.25,71.17
313,119079.0,Alex McCarthy,193.04,174,22.0,68.0,70.4,66.4,61.0,67.4,71.53
332,42390.0,Ferdinando Coppola,187.96,190,30.0,68.0,68.47,66.67,59.73,72.67,69.47
27,164316.0,Marafona,190.5,190,66.0,68.0,67.6,65.0,68.4,71.2,70.6
349,32034.0,Bruno Vale,193.04,185,17.0,68.0,68.5,67.75,66.75,66.25,68.5
641,35477.0,David Stockdale,190.5,185,37.0,68.0,69.92,65.5,73.17,66.17,70.5
615,33688.0,Jeremy Gavanon,182.88,163,4.0,68.0,66.0,70.0,68.0,64.0,76.0
659,380949.0,Igor Stefanovic,193.04,190,32.0,68.0,71.0,67.0,69.5,67.0,70.0
116,38252.0,Frederic Herpoel,182.88,183,7.0,68.0,68.0,67.0,68.0,69.0,69.0
862,35453.0,Ricardo Batista,193.04,174,28.0,68.0,66.0,69.0,65.71,67.57,70.57
264,121854.0,Luiz Carlos,190.5,190,2.0,68.0,69.5,69.0,69.5,67.0,69.0
262,16362.0,Andjelko Djuricic,190.5,187,27.0,68.0,67.0,70.0,69.0,68.0,70.0
717,178771.0,Andreas Luthe,195.58,187,3.0,67.94,70.88,64.5,62.25,66.25,72.88
646,35626.0,Emanuele Belardi,187.96,176,7.0,67.91,67.09,68.55,59.82,70.73,67.45
795,147733.0,Mohamed Amsif,187.96,196,25.0,67.9,71.0,62.8,60.9,63.4,75.3
882,27329.0,Kevin Stuhr Ellegaard,195.58,205,28.0,67.9,60.0,70.8,69.7,71.6,71.8
697,287894.0,Loris Karius,190.5,192,90.0,67.86,72.05,64.36,68.32,63.64,72.36
688,268306.0,Gideao,190.5,209,8.0,67.86,66.71,65.86,63.29,69.14,72.29
877,26483.0,Brian Vandenbussche,195.58,203,55.0,67.83,71.0,64.67,64.75,67.0,69.0
425,27667.0,Alfonso De Lucia,185.42,185,22.0,67.83,75.5,65.83,63.83,67.17,67.83
772,25947.0,Marco Woelfli,185.42,183,174.0,67.79,68.71,61.36,72.5,66.5,74.36
636,31226.0,Geert De Vlieger,185.42,179,10.0,67.75,66.5,66.75,64.5,72.75,66.5
817,185908.0,Rui Rego,175.26,165,88.0,67.67,67.67,69.0,61.67,69.0,68.0
42,186705.0,Matthew Jones,190.5,183,54.0,67.67,69.33,65.33,68.33,67.33,71.33
341,42710.0,Maikel Aerts,195.58,201,39.0,67.67,69.17,60.33,65.0,67.17,71.5
726,34480.0,Davy Schollen,190.5,192,11.0,67.67,64.33,67.67,73.0,66.33,70.0
651,35495.0,Dorus De Vries,190.5,212,4.0,67.67,69.67,63.4,73.4,63.73,72.07
338,39204.0,Alex Calderoni,182.88,183,8.0,67.67,68.33,65.33,58.67,73.0,69.0
645,423223.0,Simone Scuffet,187.96,165,17.0,67.64,68.64,61.27,55.45,67.82,76.27
133,27376.0,Max Gruen,190.5,190,25.0,67.58,69.42,65.42,63.83,67.67,68.33
356,24886.0,Michael Pollitt,193.04,194,5.0,67.56,67.0,69.56,67.89,68.44,66.22
48,16199.0,Boban Bajkovic,187.96,185,22.0,67.5,71.0,63.5,67.0,66.0,72.5
649,213299.0,Nicola Leali,187.96,172,62.0,67.5,69.58,66.17,55.92,63.58,74.75
803,42247.0,Eldin Jakupovic,190.5,183,17.0,67.5,68.62,67.88,64.62,65.62,70.75
233,181911.0,Vid Belec,193.04,185,52.0,67.45,68.0,64.18,58.09,67.0,74.18
835,202632.0,Lee,187.96,185,10.0,67.43,69.86,67.29,65.0,65.57,70.71
728,24634.0,Radek Cerny,187.96,192,5.0,67.4,69.6,65.2,57.0,64.6,70.6
569,155246.0,Angelo da Costa,185.42,179,45.0,67.33,67.5,66.17,62.83,67.5,70.83
290,96651.0,Manu Fernandez,182.88,170,15.0,67.27,67.91,64.0,67.36,67.64,72.73
610,103372.0,Elinton Andrade,190.5,190,2.0,67.25,64.5,67.75,66.25,74.25,67.0
387,178732.0,Lukasz Skorupski,187.96,185,92.0,67.23,72.15,62.08,50.38,67.38,71.92
115,24368.0,Jamie Ashdown,190.5,203,5.0,67.22,69.22,67.33,65.67,64.33,67.67
515,157303.0,Adam Bogdan,193.04,198,25.0,67.2,70.3,64.2,60.7,66.3,71.1
679,209785.0,Nick Marsman,187.96,194,79.0,67.18,68.09,66.0,70.91,65.0,71.09
456,150747.0,Etrit Berisha,193.04,203,34.0,67.16,68.84,70.74,56.0,66.47,69.32
657,196126.0,Daniel Gimenez,182.88,170,14.0,67.12,69.88,60.75,59.5,62.75,75.5
805,24341.0,Jan Mucha,187.96,192,43.0,67.12,68.75,67.0,59.38,62.38,71.25
49,26594.0,Vladan Kujovic,185.42,179,36.0,67.0,64.2,68.1,64.9,70.2,66.0
547,261787.0,Iago Herrerin,187.96,198,10.0,67.0,65.7,74.7,58.1,67.8,63.0
955,33693.0,Craig Conway,175.26,148,1.0,67.0,11.83,16.25,26.75,13.67,11.92
521,101590.0,Oier Olazabal,187.96,187,17.0,67.0,66.5,65.25,73.75,73.62,62.12
306,26670.0,Brian van Loo,198.12,209,35.0,67.0,68.0,67.0,68.12,65.5,65.75
214,36479.0,Thorsten Kirschbaum,193.04,198,21.0,67.0,69.81,65.0,64.5,64.0,70.38
312,69259.0,Lukasz Zaluska,187.96,190,66.0,67.0,66.82,64.82,63.55,66.36,70.45
46,181069.0,Matz Sels,187.96,181,96.0,66.92,69.75,65.0,67.17,65.83,69.08
98,24579.0,Mark Bunn,182.88,172,37.0,66.92,69.08,65.77,67.23,61.92,72.38
53,27560.0,Antonio Rosati,195.58,179,51.0,66.9,68.8,61.6,53.9,67.6,75.3
840,37206.0,Gino Coutinho,180.34,187,155.0,66.88,70.06,64.75,64.19,63.25,70.81
128,37900.0,Sammy Bossuyt,185.42,172,179.0,66.85,68.92,65.0,59.15,64.38,69.38
215,69149.0,Mitchell Langerak,193.04,179,21.0,66.83,68.83,64.11,67.94,63.06,71.17
238,50051.0,David Gonzalez,193.04,185,14.0,66.83,68.5,67.67,66.5,69.83,65.0
78,215307.0,Jonathan Ligali,182.88,190,13.0,66.82,71.45,66.82,61.73,63.27,70.64
495,352860.0,Mouez Hassen,182.88,154,46.0,66.8,69.4,65.0,63.9,65.5,69.5
883,553476.0,Sergio Rochet,190.5,176,31.0,66.8,71.6,61.0,69.0,63.8,71.6
778,24210.0,Nicky Weaver,190.5,183,19.0,66.78,64.89,67.67,68.89,65.44,70.44
863,163981.0,Bruno Verissimo,172.72,176,8.0,66.78,66.44,69.56,67.22,69.33,67.78
345,467024.0,Hidde Jurjus,187.96,170,34.0,66.75,71.75,62.75,66.0,62.25,73.75
825,278865.0,Patrick Rakovsky,187.96,176,6.0,66.75,70.12,62.5,66.0,62.5,71.75
488,26252.0,Tony Heurtebis,180.34,161,7.0,66.75,65.75,63.75,59.0,71.75,67.75
366,165952.0,Marco Silvestri,190.5,176,3.0,66.72,72.0,61.72,53.06,63.22,75.39
448,46224.0,Cyrille Merville,180.34,165,19.0,66.71,67.43,68.14,65.14,67.43,67.43
624,43282.0,Dani Mallo,185.42,183,15.0,66.7,65.8,67.7,61.8,68.1,65.2
564,46535.0,Thierry Debes,185.42,159,1.0,66.67,68.17,63.83,67.83,63.67,72.83
333,212630.0,Marco Sportiello,193.04,192,76.0,66.64,71.36,63.45,60.91,62.36,71.55
436,23307.0,Steve Simonsen,187.96,176,13.0,66.6,67.1,65.9,67.9,67.6,67.9
407,12318.0,Dusan Pernis,190.5,198,105.0,66.57,66.57,66.86,62.86,69.0,67.14
585,114762.0,Manolo Reina,185.42,176,18.0,66.56,68.89,64.89,62.78,65.22,70.11
714,246201.0,Sergio Alvarez,177.8,165,73.0,66.56,65.67,65.78,67.44,69.11,67.78
382,66757.0,Lucas Hradecky,190.5,176,34.0,66.53,68.74,66.89,65.89,64.11,69.0
919,164099.0,Mica,180.34,165,1.0,66.5,6.0,7.0,14.0,6.0,7.0
666,74354.0,Massimiliano Benassi,180.34,170,27.0,66.5,68.1,63.5,59.0,65.6,71.0
555,107806.0,Didier Ovono,185.42,190,84.0,66.5,69.0,61.88,63.75,64.88,70.25
316,148483.0,Marian Kello,187.96,192,114.0,66.5,67.5,66.33,55.5,66.17,69.0
132,170322.0,Koen Casteels,198.12,190,57.0,66.45,70.55,64.09,64.36,63.91,67.18
549,206592.0,Darren Keet,182.88,170,84.0,66.43,67.43,68.57,65.71,63.57,66.86
336,39294.0,Davide Bassi,190.5,181,8.0,66.43,67.0,63.29,60.14,69.14,69.71
830,210046.0,Vladan Giljen,187.96,187,21.0,66.33,68.0,68.0,61.33,64.67,69.0
691,22822.0,Aleksander Seliga,185.42,174,32.0,66.33,65.33,66.67,65.0,67.0,69.67
702,192064.0,Yoel Rodriguez,185.42,185,45.0,66.33,68.8,64.6,64.2,63.33,69.33
484,46704.0,Johan Carrasso,187.96,192,32.0,66.33,66.83,67.58,63.67,67.33,70.25
888,311009.0,Clement Maury,180.34,170,34.0,66.33,69.33,66.67,66.67,63.67,70.67
620,41322.0,Matteo Gianello,187.96,185,5.0,66.33,66.33,65.33,67.67,66.33,69.0
69,24000.0,Iain Turner,190.5,179,4.0,66.33,67.22,65.33,67.67,64.11,68.78
405,163255.0,Luigi Sepe,190.5,198,31.0,66.27,65.91,66.36,60.55,65.0,69.45
418,75579.0,Marian Kelemen,187.96,185,107.0,66.25,68.38,61.62,65.0,65.25,69.88
958,248437.0,Alexander Schwolow,187.96,183,1.0,66.17,67.33,62.0,65.0,66.33,69.0
789,210682.0,Zacharie Boucher,180.34,174,32.0,66.15,69.0,65.46,68.38,63.92,69.77
109,26589.0,Bram Castro,190.5,183,82.0,66.14,63.71,66.14,69.29,66.71,67.57
927,51409.0,Emerson,185.42,183,1.0,66.14,7.0,14.43,36.0,15.71,15.71
899,150210.0,Darley,187.96,168,5.0,66.1,71.0,63.5,66.4,62.3,71.7
370,33431.0,Romain Salin,185.42,172,131.0,66.1,68.8,64.9,56.9,64.8,67.2
113,38341.0,Yves De Winter,187.96,181,94.0,66.09,68.73,64.55,60.18,65.09,68.0
672,40186.0,Mario Felgueiras,185.42,176,21.0,66.0,63.83,65.83,66.17,66.83,66.83
713,396526.0,Ruben Blanco,187.96,154,9.0,66.0,69.0,75.0,58.25,62.12,61.75
595,33827.0,Inaki Goitia,187.96,179,26.0,66.0,66.9,68.4,60.4,65.3,66.2
712,5044.0,Jeroen Verhoeven,198.12,227,21.0,66.0,61.0,67.33,71.0,64.83,70.83
670,280348.0,Huanderson,187.96,183,23.0,66.0,67.0,60.0,68.0,64.0,74.0
219,150242.0,Eloy Room,187.96,179,113.0,65.93,65.29,68.93,66.71,64.64,64.71
275,177698.0,Daniel Davari,193.04,198,38.0,65.92,67.15,64.92,66.15,64.46,68.31
160,78904.0,Guy-Roland N'Dy Assembe,182.88,174,86.0,65.9,71.8,66.2,59.0,61.8,69.5
276,5440.0,Marjan Petkovic,185.42,185,5.0,65.88,68.12,64.0,65.5,64.25,67.12
126,141126.0,Benjamin Kirsten,182.88,168,6.0,65.88,71.5,63.25,56.5,60.62,69.25
41,38536.0,Enaut Zubikarai,185.42,185,30.0,65.86,69.43,64.29,55.14,63.57,71.0
529,140951.0,Macedo Novaes,182.88,174,22.0,65.86,69.43,65.0,68.86,64.57,65.71
334,39713.0,Ciro Polito,182.88,183,4.0,65.86,66.14,63.0,58.29,67.86,70.57
179,23979.0,Robert Elliot,187.96,205,35.0,65.86,67.57,64.29,65.57,66.43,67.86
15,214340.0,Parfait Mandanda,182.88,172,35.0,65.83,71.33,60.83,62.0,61.0,71.17
546,96618.0,Raul Fernandez,195.58,190,5.0,65.83,62.5,73.67,61.33,68.33,64.17
70,13131.0,Tomislav Pacovski,185.42,185,70.0,65.82,66.73,63.27,56.91,64.45,68.18
199,208699.0,Colin Coosemans,185.42,183,66.0,65.82,70.09,63.09,65.64,59.55,69.73
683,571298.0,Miguel Silva,187.96,172,24.0,65.8,69.8,66.6,55.8,67.0,71.4
93,37335.0,Lukas Kruse,185.42,185,34.0,65.8,70.33,64.4,56.33,59.73,71.0
475,529324.0,Jerome Prior,182.88,194,11.0,65.8,69.0,64.4,65.4,63.8,67.6
18,11336.0,Rudy Riou,185.42,172,69.0,65.79,63.57,67.14,64.86,68.0,69.14
311,448805.0,Christian Mathenia,187.96,198,33.0,65.75,66.92,63.75,62.92,65.33,67.75
837,25993.0,Rui Nereu,182.88,163,14.0,65.75,66.0,66.5,68.5,60.5,68.0
497,94306.0,Joris Delle,187.96,185,12.0,65.73,66.45,66.45,64.27,64.36,70.0
614,185618.0,Pierrick Cros,185.42,165,51.0,65.71,66.71,61.86,58.86,66.57,72.0
601,30899.0,Hamdi Kasraoui,193.04,192,12.0,65.67,71.0,64.67,60.33,61.0,67.0
353,150066.0,Giovanaz Assis,187.96,203,18.0,65.67,67.33,61.78,67.22,65.0,69.67
135,37971.0,Glenn Verbauwhede,187.96,176,60.0,65.67,67.5,64.83,65.33,62.33,68.67
335,42009.0,Giorgio Frezzolini,187.96,179,2.0,65.6,63.9,64.1,58.1,73.0,67.9
947,41129.0,Paolo Acerbis,203.2,190,1.0,65.6,63.6,64.2,61.6,68.2,67.2
870,41195.0,Florent Chaigneau,198.12,207,14.0,65.5,65.75,61.25,69.75,72.75,66.75
426,41948.0,Luca Anania,185.42,176,3.0,65.5,62.33,60.83,71.0,71.67,69.0
579,32584.0,Jamie MacDonald,185.42,174,150.0,65.5,67.4,65.4,62.6,65.5,69.1
342,45836.0,Niki Maeenpaeae,190.5,187,51.0,65.5,69.5,65.5,62.5,62.33,66.83
675,202215.0,Renan,190.5,172,2.0,65.5,67.75,67.0,59.25,64.25,70.25
20,79248.0,Denis Petric,185.42,183,11.0,65.42,63.92,67.33,59.83,68.58,67.75
648,41405.0,Nicola Ravaglia,185.42,187,8.0,65.4,64.2,64.8,58.0,65.8,69.8
